user_id,name,roll_no,academic_year,semester,section
aee7441c-5b3b-42e5-a419-cb9c1f2fa8e9,James Matthews,0827IT17693,1st,1sem,IT1
864a78dc-c61b-4110-9bf4-f70d0d9c3629,Samantha Fisher,0827IT29242,1st,1sem,IT1
857a587a-fae7-4b26-bd24-6b1e3544b927,Michael Hopkins,0827IT23816,1st,1sem,IT1
5c967f4c-8f64-4f20-9778-0e45bb9282b4,Richard Blanchard,0827IT29129,1st,1sem,IT1
5e88fa31-dbea-4590-8996-f3b97f7fbd61,Jessica Brooks,0827IT59552,1st,1sem,IT1
78519a04-66d9-4a7e-be47-7c6a8db18066,Jesse Mckay,0827IT57738,1st,1sem,IT1
7dc150ed-4eb5-470e-b2f4-c936854cf45c,Raymond Anderson,0827IT22284,1st,1sem,IT1
f1c3688a-b093-4cc3-ab9d-a2bf8848ae33,Michael Russo,0827IT61736,1st,1sem,IT1
d851063b-fe03-49f0-b434-72d62de44cb7,Kristen Taylor,0827IT58001,1st,1sem,IT1
010d3439-393c-44a0-a5c3-1168268fdab7,Terry Young,0827IT37862,1st,1sem,IT1
6105b83d-0d0b-43be-86c1-3da459b3c48e,Emily Crawford,0827IT57288,1st,1sem,IT2
bddc8b64-e214-49a6-b5b8-13c9d4ab418e,James Fletcher,0827IT57834,1st,1sem,IT2
f58f8431-9356-40fb-9748-f4d482a66519,Ryan Dickson,0827IT94778,1st,1sem,IT2
49449f24-422c-4abb-9012-1b45decd7adf,Michael Harvey,0827IT94639,1st,1sem,IT2
308c58a3-674e-488f-9838-0eb052880250,Victoria Owens,0827IT91084,1st,1sem,IT2
fa80911d-127a-4dab-8f8f-c679239ac34b,Sandra Berger,0827IT67736,1st,1sem,IT2
fe08308a-24da-4896-8089-0b8382c91648,Heather Jones,0827IT81123,1st,1sem,IT2
2acb4744-0e1c-4b01-879e-0499406faa3e,Autumn Murphy,0827IT12045,1st,1sem,IT2
2b3db13b-b3e1-4df2-b504-475bdedcb6bb,Victoria Smith,0827IT91347,1st,1sem,IT2
ab6e2c36-8f94-4bd1-83d7-ec842be29081,Angela Hoover,0827IT30632,1st,1sem,IT2
ae43b05a-ab24-4867-b96c-2b2a42f755e4,James Barajas,0827IT25925,1st,1sem,IT2
06a41791-78fc-4aca-9612-791e6a9f34ee,Lindsay Snyder,0827IT45674,1st,1sem,IT2
f101f8c6-26a0-43c6-a044-21d38ba841b3,Kimberly Martin,0827IT44471,1st,1sem,IT2
fd38f45e-aae1-4825-8651-3e763c8c9ebb,Brian Baker,0827IT76003,1st,1sem,IT2
c8d10b09-cd98-4c08-944f-02dfc6ccb5a2,Elaine Wright,0827IT16183,1st,1sem,IT2
f7053748-9a99-4c95-ab93-b40943ae3ca8,Amber Avila,0827IT60573,1st,1sem,IT2
bf21aa6a-5b4a-4b10-b6bb-2f4e08bb269e,Gina Fry,0827IT25607,1st,1sem,IT2
b72af10f-7c2b-4a2e-baa2-4d17a371c175,Nicholas Salas,0827IT15916,1st,1sem,IT2
08bca1ff-8f58-480f-9f22-88e5fb9e92ee,Stephanie Pennington,0827IT38671,1st,1sem,IT2
eaa74632-8459-4f6f-b26f-9fe08a510c19,David Cox,0827IT84295,1st,1sem,IT2
4e385e72-450a-4948-8adb-6a4631239c3a,Jordan Rice,0827IT19642,1st,1sem,IT2
7373518f-0b48-4fc2-93ca-2a6c5511e2c6,James Rich,0827IT10147,1st,1sem,IT2
37f368b3-407b-4e00-9fd5-dd53741a94b0,Aaron Rose,0827IT89590,1st,1sem,IT2
8caf855b-e475-46a7-af11-10d095dbb719,Angel Johnson,0827IT55383,1st,1sem,IT2
76f0a508-6abe-45c0-8bbb-99e52ca7265e,Nancy Taylor,0827IT63205,1st,1sem,IT2
662dc2ae-9ea6-49c3-96bb-3de178204fde,Juan Klein,0827IT63910,1st,1sem,IT2
38d45068-22cf-4cd2-b766-e5dca730acb0,Alexis Barton,0827IT29176,1st,1sem,IT2
6150dd48-5b7b-40f6-8096-fc2d7a8b3c98,Audrey Rodriguez,0827IT94997,1st,1sem,IT2
8de7cb30-9d07-4a7b-8739-7b7a0216d97b,Douglas Howe,0827IT41815,1st,1sem,IT2
03b910c2-c97f-42a3-994c-d3b59f7bb015,Penny Rios,0827IT47101,1st,1sem,IT2
67c08850-6b0c-488c-9996-f55eb86301d0,Kathleen Gross,0827IT72223,1st,1sem,IT2
fb7ce582-3b0a-469b-a85f-74a34322e58e,Gabriella Woods,0827IT46687,1st,1sem,IT2
4344a5eb-463b-4f32-a4b7-80b323c49e5f,Sharon Chase,0827IT41097,1st,1sem,IT2
70e02f3c-c144-4dcc-8d01-88fb1535a33b,Ashley Mckenzie,0827IT12873,1st,1sem,IT2
851bdefe-3d23-4cba-a5ad-f8975fa280c6,Arthur Craig,0827IT37053,1st,1sem,IT2
9082bfb3-558f-4623-80cd-4bec06ea20dd,Julia Castro,0827IT40362,1st,1sem,IT2
e905d41f-27cd-4b23-98cc-8d8ea746943c,Jose Mcguire,0827IT73251,1st,1sem,IT2
08ce25bc-c574-405a-bde4-d0d99a3dd7bc,Mark Vega,0827IT62812,1st,1sem,IT2
6bc7742f-2315-4261-8901-b1ae27e17677,Megan Sweeney,0827IT63518,1st,1sem,IT2
7d36ddf9-a1fc-42dd-ba3f-9a4cb5e70ba0,Jeffery Snyder,0827IT52510,1st,1sem,IT2
28cc4cf1-b88d-4073-846c-699b54a7f5fe,Angela Juarez,0827IT38327,1st,1sem,IT2
32371021-1a9a-42b9-8055-ba91a39998de,Nicholas Young,0827IT55923,1st,1sem,IT2
e6ad4013-38eb-4815-ae0b-56f499d43ee1,Raymond Mitchell,0827IT48293,1st,1sem,IT2
322e6cb3-ddd0-4a03-a9a7-9b901b82b711,James Wong,0827IT42772,1st,1sem,IT2
de751017-dc40-4892-ab40-cc5d29fae25c,Dale Trevino,0827IT93193,1st,1sem,IT2
d80d0abd-58e8-4c7b-91fa-c17c5a10c5a6,James Little,0827IT11861,1st,1sem,IT2
b6ff9c64-d230-4567-961b-66abafafcb47,Denise Romero,0827IT17165,1st,1sem,IT2
a67520b5-f207-4909-9fa2-16910215a9c4,Alvin Velasquez,0827IT38667,1st,1sem,IT2
aa9f93e1-4b6a-4f35-8993-25a56796ac93,Michael Olson,0827IT83105,1st,1sem,IT2
72e770e3-ed01-4296-a2dc-74191a23a92b,Gregory Larson,0827IT56678,1st,1sem,IT2
39fab2c8-483f-41c3-a7e8-5c71f78bdd76,David Black,0827IT65152,1st,1sem,IT2
fa9fc0f2-5166-4635-b704-cfd2c696f534,David Stewart,0827IT99814,1st,1sem,IT2
131372f1-f031-4fbc-827c-b3b2c786e28c,Thomas Patterson,0827IT96803,1st,1sem,IT2
7d7e1578-1ba9-4073-8969-4d7f466f292d,Deborah Robbins,0827IT73008,1st,1sem,IT2
7b99af4c-f995-4f45-a48f-848b9dbf50d7,Phillip Arnold,0827IT53587,1st,1sem,IT2
cb542c12-40b5-49d6-b8c8-ffe0056e5216,Jean Gregory,0827IT49209,1st,1sem,IT2
56412b76-2351-42d6-a946-864ef87f07d6,Joanna Contreras MD,0827IT30036,1st,1sem,IT2
3c5e3304-10b5-4a3f-8806-92ade5f77d3a,Kevin Williams,0827IT31429,1st,1sem,IT2
923f8298-e999-49b9-82f4-2d6935dc1567,Haley Lee,0827IT66256,1st,1sem,IT2
ed443c6e-09f0-4098-b199-18c825d600fe,Jennifer Washington,0827IT51215,1st,1sem,IT2
94d085d2-2dbd-45e4-bf73-c5ec70642804,Heather Stevens,0827IT42193,1st,1sem,IT2
cdb67122-35d9-4563-a290-2113feb84528,David Todd,0827IT67189,1st,1sem,IT2
9a05317e-09c3-40b4-bff6-7157db4e6473,Jonathan Hayes,0827IT70954,1st,1sem,IT2
98a907c0-cde1-4849-a05b-06a2e5061e53,Richard Stevens,0827IT59063,1st,1sem,IT2
c147a92f-b2d9-4caf-b559-84e4cded49a0,Donald Davis,0827IT41853,1st,1sem,IT2
8c023ebc-3955-4c6c-82b7-7926005431fa,John Martinez,0827IT77969,1st,1sem,IT2
8d0d200f-db8a-49ae-828b-f2509951726e,Greg Boyd,0827IT50487,1st,1sem,IT2
b8a0067a-d735-4804-9aad-c8c348368d7d,Christopher Medina,0827IT19234,1st,1sem,IT2
b6da0102-7d05-42dc-a898-77463d5c697a,James Williams,0827IT81713,1st,1sem,IT2
fae8e9f1-4bdb-4072-9ee6-99da9fd706bd,Andrea Gonzales,0827IT46654,1st,1sem,IT2
00e99b83-0570-4d9f-a914-ed998bfc182f,Arthur Ford,0827IT55479,1st,1sem,IT2
0a466c9b-4124-4ccc-bf21-81cd7d299d8a,Stuart King,0827IT36067,1st,1sem,IT2
9f1d284b-2b7b-4392-9add-6c9e457abc47,Garrett Davis,0827IT10266,1st,1sem,IT2
1bb46c4b-28d3-4616-87a9-bc11e92d5391,Colin Berry,0827IT66479,1st,1sem,IT2
04e8c40f-ea31-48d4-9d6c-aaee592243b7,Robert Smith,0827IT63928,1st,1sem,IT2
2f27bb99-e9c6-4e78-a6a0-29b52272d453,Shawn Jackson,0827IT67727,1st,1sem,IT2
afde15d3-7832-498b-b3e9-a0feeee65d7d,Jessica Elliott,0827IT26339,1st,1sem,IT2
95a647aa-a2b7-4efa-833c-32feff7242a9,Sara Howard,0827IT23587,1st,1sem,IT2
b8281310-7ebe-4954-818a-8be842b66736,Joseph Lewis,0827IT44268,1st,1sem,IT2
9129910d-74b2-4a4a-a233-acccd99c6c90,William Griffin,0827IT18225,1st,1sem,IT2
9c262d9b-31b2-49a6-bb25-36efef1fe323,Sherry Anderson DDS,0827IT63265,1st,1sem,IT2
1f87da0d-c614-4225-b3fa-182a66dbeaf6,Linda Cole,0827IT83843,1st,1sem,IT2
0f27ae0f-3995-425f-b4f0-c8a743685305,Benjamin Clements,0827IT94044,1st,1sem,IT2
03d05823-d4a1-475d-8771-cda3fda23a23,Larry Daniel,0827IT16138,1st,1sem,IT2
4a7921e5-a697-401e-8cff-15101cca37e0,Miranda Santiago,0827IT51993,1st,1sem,IT2
f1a06091-1ad3-4b90-9c8d-cd7f8d2e82db,Katherine Morris,0827IT45794,1st,1sem,IT2
0084e4f0-ebbd-4406-ad34-66d9f0655390,William Velasquez,0827IT94188,1st,1sem,IT2
3d35fafa-56a4-4ac6-8ce1-da1fdfa9e0a4,Hunter Smith,0827IT39678,1st,1sem,IT2
1dba8385-5784-4b23-8984-8437195fe611,Monica Castaneda,0827IT93787,1st,1sem,IT2
716e4b0d-6d31-4313-8960-ea746e58c48c,Bobby Little,0827IT89737,1st,1sem,IT2
9c83873b-8c2d-492c-9eb8-8bb0a5993e24,Kimberly Walker,0827IT20392,1st,1sem,IT2
c97a503c-9613-4030-b138-25c45e6b7656,Anne Estes,0827IT32690,1st,1sem,IT2
89db5163-782e-422b-b4d5-e4b87edf4316,Kimberly Brown,0827IT61402,1st,1sem,IT2
852b9e1a-d6e7-4aa8-b5c5-c58d4be74e3e,Katherine Ritter,0827IT76142,1st,1sem,IT2
22d71f5b-213d-4215-bb8a-4fd81c80abac,Charles Robinson,0827IT13001,1st,1sem,IT2
be69b6d4-06f3-45c1-a058-4fc573b1ee23,Dr. Melissa Myers,0827IT75718,1st,1sem,IT2
9973db70-d231-4474-8b0d-f2ac2880fd7b,Gary Cox,0827IT33718,1st,1sem,IT2
a386e8c4-dcda-4877-ad4f-3c3f4ea6cf99,Brandon Mahoney,0827IT73880,1st,1sem,IT2
22633602-af7b-4d21-811c-f34ba3757c97,Kevin Garner,0827IT20357,1st,1sem,IT2
996e2d20-241e-4c9b-b956-3858dae67cfa,Joshua Benson,0827IT14821,1st,1sem,IT2
9f1e6bd7-6453-4823-bcde-c4086ac60a0e,Eric Bennett,0827CS80073,1st,1sem,CS1
ee8220a1-0824-4b1b-9d17-e1ec2a403df5,Kevin Cannon,0827CS67538,1st,1sem,CS1
24b189b0-c153-4eb0-9e1f-d87ee9dc317f,Kristine Mcpherson,0827CS26424,1st,1sem,CS1
54b2cece-9743-41d9-8109-217ca4e95930,Richard Barton,0827CS61362,1st,1sem,CS1
90ea730a-065b-473a-95b0-cc97d2de69ae,Ryan Harris,0827CS57330,1st,1sem,CS1
e764a2ff-f849-48be-9f30-276825160244,Tara Clements,0827CS97208,1st,1sem,CS1
c105baef-3d05-4778-b6c9-f7746ab5f03a,Jacqueline Flynn,0827CS41865,1st,1sem,CS1
6e0ca256-7a59-41b4-a659-49a70e72dd10,Mrs. Laura Green,0827CS90288,1st,1sem,CS1
c7f78dde-f6f4-4514-a8e0-65239e5533f7,Janice Mcneil,0827CS46811,1st,1sem,CS1
52d94105-b8c1-4128-8152-96c95348469e,Erik Wallace,0827CS54960,1st,1sem,CS1
bddb3a39-ae94-4309-8512-4cf7493ddf7e,John Stewart,0827CS28431,1st,1sem,CS1
3e378c20-7042-4c41-a818-b562b633af77,Tyler Maldonado,0827CS78684,1st,1sem,CS1
91f26e97-f590-4a13-8cab-bdbb33ccc6c8,Connor King,0827CS23539,1st,1sem,CS1
7a169311-00f5-4f2c-9685-b39a1bd8f1d1,Crystal Orozco,0827CS71931,1st,1sem,CS1
2dcef446-42d8-4307-b507-61a57dacbb03,Kayla Mcconnell,0827CS41439,1st,1sem,CS1
5597c129-1f3f-4283-b63a-6c150f156bc9,Craig Scott,0827CS94572,1st,1sem,CS1
69492dce-2382-44ec-b9a5-45e44f8c1bd1,Victoria Parker,0827CS52855,1st,1sem,CS1
1d9004df-8055-4cb3-b58e-7247e03a3000,James Williams,0827CS73425,1st,1sem,CS1
d48c0d12-8233-428c-bb8d-fadd0e69471d,Natalie Grimes,0827CS22212,1st,1sem,CS1
28a6fab5-3c6f-4e3c-b554-c9de8755eaff,Ryan Jackson,0827CS20197,1st,1sem,CS1
59beefcd-1235-4e3b-8e7f-1c9d1aaedd2e,Vincent Pitts,0827CS23513,1st,1sem,CS1
492f7804-ea5e-4670-bf1a-5a5892722a4a,Brent Newman,0827CS43988,1st,1sem,CS1
8780ee11-9ba1-451f-b475-af6b97eafb84,Randy Jones,0827CS51427,1st,1sem,CS1
bd89f39c-0908-4385-b00a-ca207ece29dc,Kelly Phillips,0827CS72971,1st,1sem,CS1
a821a41a-1ac2-4090-bb16-e79484eed6d3,Jerry Maxwell,0827CS42454,1st,1sem,CS1
71950425-0f47-4f6d-bc59-4cecf6b1baa7,Dana Moore,0827CS38051,1st,1sem,CS1
8deec6ed-d6a9-4e56-b822-bf3cd93671ac,Wanda Soto,0827CS61437,1st,1sem,CS1
226105da-4f66-495d-9a01-54dc4690efc3,Lauren Lynch,0827CS94395,1st,1sem,CS1
00896d26-529b-4126-be9f-9a1f70766146,Kristina Tate,0827CS37022,1st,1sem,CS1
3e19d812-64b0-4764-84e3-6b4ef2630c26,Virginia Ward,0827CS37758,1st,1sem,CS1
304d8d6e-e598-4016-b54f-7b9f504c821d,Kelly Strickland,0827CS84906,1st,1sem,CS1
1b9c7228-52bb-4b03-bf4a-c500a2f65738,Stephen Hernandez,0827CS21986,1st,1sem,CS1
081ea46a-e602-45f7-8bba-0caf7d71e674,Renee Taylor,0827CS79316,1st,1sem,CS1
b25e1f20-0cd8-4bcf-a4e6-0b770911673f,Melissa Delacruz,0827CS34911,1st,1sem,CS1
25ff5255-ee4c-4300-8a33-718f5a5db4f3,Stephanie Scott,0827CS15761,1st,1sem,CS1
f5e9500f-18fe-4962-974b-5b48d347269f,Eric Parker MD,0827CS21838,1st,1sem,CS1
90518725-c343-435c-b48c-d3beff7ec937,Ashley Burns,0827CS72511,1st,1sem,CS1
0709ff2b-dffc-4b88-b4d0-b15b5c13e6f2,Daniel Hernandez,0827CS97901,1st,1sem,CS1
4b01bbc8-8c0d-427f-91a5-9ccc40945edf,Douglas Ramos,0827CS61070,1st,1sem,CS1
e9f22708-d796-4356-aa1d-1015fc098245,Jasmine Gomez,0827CS45988,1st,1sem,CS1
31ece253-7918-45bd-85af-2ca2841343b8,Kara Gross,0827CS32106,1st,1sem,CS1
ae74b7cc-c741-4838-b9f3-964b03f12439,Sara Saunders,0827CS84697,1st,1sem,CS1
eaafae99-d1cb-413f-8ab6-2dc72c22508f,Megan Shaw,0827CS21685,1st,1sem,CS1
a4dc4a84-87d8-4e11-8014-766e077e9077,Elizabeth Harper,0827CS93485,1st,1sem,CS1
7b3e9c18-2120-464a-987f-66bedadbb122,Michael Stewart,0827CS35094,1st,1sem,CS1
6875b517-c591-4855-aa04-6c29d1ce9194,Cristina Smith,0827CS74412,1st,1sem,CS1
1ab35852-8d43-45f9-8534-ca5aa4a75a39,Joy Mata DDS,0827CS94484,1st,1sem,CS1
c2e93145-a819-4742-b1eb-8efba4d4625a,Sarah Campbell,0827CS67045,1st,1sem,CS1
e6fc4ed8-ad08-45c8-8ab1-fcc07c86729d,David Robinson,0827CS72478,1st,1sem,CS1
3de9ca66-4bcc-4b25-8900-4070132089fd,Melissa Brown,0827CS18864,1st,1sem,CS1
2b64eeae-2dce-42a3-9e58-b9b0dcee36c4,Robin Lopez,0827CS30418,1st,1sem,CS1
df2addce-7450-4ffe-bed7-be5a2ced7786,Herbert Long,0827CS68276,1st,1sem,CS1
791e38bd-c8d2-4beb-b38e-af4716eab44d,Bradley Carroll,0827CS66989,1st,1sem,CS1
4a42ffa0-8b2a-443c-b559-8e419bba236a,Kimberly Harris,0827CS15154,1st,1sem,CS1
bb30505c-0170-4f1f-bc52-d53cd8456028,Mark Smith,0827CS12708,1st,1sem,CS1
49e7a7cc-bb4a-4124-8f4f-5587af3bd09d,Ariel Lee,0827CS16878,1st,1sem,CS1
2236650f-1034-4848-bdfc-b0f06186b8dc,Jacob Parker,0827CS49548,1st,1sem,CS1
90de0993-89f3-415b-857d-88b47ff8cdf1,Joseph Perez,0827CS47205,1st,1sem,CS1
652505a5-a4fd-4eb0-8128-e192f0fa9861,Jeffrey Woods,0827CS61925,1st,1sem,CS1
185274c1-dbfb-4787-9e69-0c6850356007,Tyler Williams,0827CS94336,1st,1sem,CS1
db325577-94e6-40d1-928a-f69ed8d9f435,Kim Hill,0827CS73235,1st,1sem,CS1
1bcf325a-9d7e-4da7-b16d-216a6e7d22f2,Meghan Daniel,0827CS47350,1st,1sem,CS1
